stop_id,stop_code,stop_name,stop_desc,zone_id,stop_url,location_type,parent_station,platform_code,stop_timezone,wheelchair_boarding,stop_lon,stop_lat
9100CARLILE4,CAR,Carlisle Platform 4,3,,,0,910GCARLILE,4,Europe/London,1,-2.933810228,54.89064626
9100CARRBDG1,CAG,Carrbridge Platform 1,0,,,0,910GCARRBDG,1,Europe/London,2,-3.828007433,57.27953805
9100CATZ007,WIR,WIRKSWORTH,0,,,0,910GCATZ007,,Europe/London,0,-1.5685057670043634,53.08333814037784
9100CATZ008,XID,IDRIDGEHAY,0,,,0,910GCATZ008,,Europe/London,0,-1.5689901704291742,53.03479851287231
9100CATZQBM,QBM,MAERDY BUS,0,,,0,910GCATZQBM,,Europe/London,0,-3.486730533666609,51.67764526170623
9100CBORNE2,CBN,Camborne Platform 2,0,,,0,910GCBORNE,2,Europe/London,0,-5.297472083,50.21042369
9100CHLFNAL,CFO,Chalfont & Latimer,1,,,0,910GCHLFNAL,,Europe/London,1,-0.5605191022,51.6681092656
9100CHRW,CLW,Chorleywood,0,,,0,910GCHRW,,Europe/London,1,-0.5183116683,51.6542489506
9100CNDAW3,ZCW,Canada Water Platform 3,1,,,0,910GCNDAW,3,Europe/London,1,-0.050791,51.498231
9100CNNBELL2,CNN,Canonbury Platform 2,9,,,0,910GCNNBELL,2,Europe/London,1,-0.0919120646,51.5483736002
9100CNST1,CAN,Carnoustie Platform 1,1,,,0,910GCNST,1,Europe/London,1,-2.706592848,56.50055432
9100CNST2,CAN,Carnoustie Platform 2,1,,,0,910GCNST,2,Europe/London,1,-2.706592848,56.50055432
9100CORROUR1,CRR,Corrour Platform 1,0,,,0,910GCORROUR,1,Europe/London,2,-4.690597107,56.76019896
9100COWESW,WTW,COWES WEST RDJET,0,,,0,910GCOWESW,,Europe/London,0,-1.2966924310393864,50.76237069769124
9100CREWE5,CRE,Crewe Platform 5,3,,,0,910GCREWE,5,Europe/London,1,-2.432977174,53.08964325
9100CREWE6,CRE,Crewe Platform 6,3,,,0,910GCREWE,6,Europe/London,1,-2.432977174,53.08964325
9100CRNLRCH1,CNR,Crianlarich Platform 1,1,,,0,910GCRNLRCH,1,Europe/London,2,-4.618415436,56.39046001
9100CRNLRCH2,CNR,Crianlarich Platform 2,1,,,0,910GCRNLRCH,2,Europe/London,2,-4.618415436,56.39046001
