trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,timepoint
C04561_20260831_20260831,27:06:00,27:08:00,9100PRST3,5,,1,1,,1
C04561_20260831_20260831,30:40:00,30:40:00,9100WATFDJ7,6,,1,0,,1
C04561_20260831_20260831,31:15:00,31:15:00,9100EUSTON1,7,,1,0,,1
C04561_20260907_20260907,23:40:00,23:40:00,9100GLGC1,1,,0,1,,1
C04561_20260907_20260907,23:55:00,23:55:00,9100MOTHRWL1,2,,0,1,,1
C04561_20260907_20260907,24:25:00,24:25:00,9100CRSTRS2,3,,0,1,,1
C04561_20260907_20260907,25:45:00,25:45:00,9100CARLILE4,4,,0,1,,1
C04561_20260907_20260907,27:06:00,27:15:00,9100PRST3,5,,1,1,,1
C04561_20260907_20260907,30:40:00,30:40:00,9100WATFDJ7,6,,1,0,,1
C04561_20260907_20260907,31:15:00,31:15:00,9100EUSTON1,7,,1,0,,1
C04561_20260914_20260914,23:40:00,23:40:00,9100GLGC1,1,,0,1,,1
C04561_20260914_20260914,23:55:00,23:55:00,9100MOTHRWL1,2,,0,1,,1
C04561_20260914_20260914,24:25:00,24:25:00,9100CRSTRS2,3,,0,1,,1
C04561_20260914_20260914,25:45:00,25:45:00,9100CARLILE4,4,,0,1,,1
C04561_20260914_20260914,27:06:00,27:15:00,9100PRST3,5,,1,1,,1
C04561_20260914_20260914,30:40:00,30:40:00,9100WATFDJ7,6,,1,0,,1
C04561_20260914_20260914,31:15:00,31:15:00,9100EUSTON1,7,,1,0,,1
C04561_20260921_20260921,23:40:00,23:40:00,9100GLGC1,1,,0,1,,1
C04561_20260921_20260921,23:55:00,23:55:00,9100MOTHRWL1,2,,0,1,,1
C04561_20260921_20260921,24:25:00,24:25:00,9100CRSTRS2,3,,0,1,,1
C04561_20260921_20260921,25:45:00,25:45:00,9100CARLILE4,4,,0,1,,1
C04561_20260921_20260921,27:06:00,27:15:00,9100PRST3,5,,1,1,,1
C04561_20260921_20260921,30:40:00,30:40:00,9100WATFDJ7,6,,1,0,,1
C04561_20260921_20260921,31:15:00,31:15:00,9100EUSTON1,7,,1,0,,1
C04561_20261005_20261005,23:40:00,23:40:00,9100GLGC1,1,,0,1,,1
C04561_20261005_20261005,23:55:00,23:55:00,9100MOTHRWL1,2,,0,1,,1
C04561_20261005_20261005,24:25:00,24:25:00,9100CRSTRS2,3,,0,1,,1
C04561_20261005_20261005,25:45:00,25:45:00,9100CARLILE4,4,,0,1,,1
C04561_20261005_20261005,27:06:00,27:15:00,9100PRST3,5,,1,1,,1
C04561_20261005_20261005,30:40:00,30:40:00,9100WATFDJ7,6,,1,0,,1
C04561_20261005_20261005,31:15:00,31:15:00,9100EUSTON1,7,,1,0,,1
C04561_20261012_20261012,23:40:00,23:40:00,9100GLGC1,1,,0,1,,1
C04561_20261012_20261012,23:55:00,23:55:00,9100MOTHRWL1,2,,0,1,,1
C04561_20261012_20261012,24:25:00,24:25:00,9100CRSTRS2,3,,0,1,,1
C04561_20261012_20261012,25:45:00,25:45:00,9100CARLILE4,4,,0,1,,1
C04561_20261012_20261012,27:06:00,27:15:00,9100PRST3,5,,1,1,,1
C04561_20261012_20261012,30:40:00,30:40:00,9100WATFDJ7,6,,1,0,,1
C04561_20261012_20261012,31:15:00,31:15:00,9100EUSTON1,7,,1,0,,1
C04561_20261019_20261019,23:40:00,23:40:00,9100GLGC1,1,,0,1,,1
C04561_20261019_20261019,23:55:00,23:55:00,9100MOTHRWL1,2,,0,1,,1
C04561_20261019_20261019,24:25:00,24:25:00,9100CRSTRS2,3,,0,1,,1
C04561_20261019_20261019,25:45:00,25:45:00,9100CARLILE4,4,,0,1,,1
C04561_20261019_20261019,27:06:00,27:15:00,9100PRST3,5,,1,1,,1
C04561_20261019_20261019,30:40:00,30:40:00,9100WATFDJ7,6,,1,0,,1
C04561_20261019_20261019,31:15:00,31:15:00,9100EUSTON1,7,,1,0,,1
C04561_20261026_20261026,23:40:00,23:40:00,9100GLGC1,1,,0,1,,1
C04561_20261026_20261026,23:55:00,23:55:00,9100MOTHRWL1,2,,0,1,,1
C04561_20261026_20261026,24:25:00,24:25:00,9100CRSTRS2,3,,0,1,,1
C04561_20261026_20261026,25:45:00,25:45:00,9100CARLILE4,4,,0,1,,1
C04561_20261026_20261026,27:06:00,27:15:00,9100PRST3,5,,1,1,,1
C04561_20261026_20261026,30:40:00,30:40:00,9100WATFDJ7,6,,1,0,,1
C04561_20261026_20261026,31:15:00,31:15:00,9100EUSTON1,7,,1,0,,1
C04566_20260518_20261207,20:45:00,20:45:00,9100IVRNESS2,1,,0,1,,1
C04566_20260518_20261207,21:32:00,21:32:00,9100AVIEMRE1,2,,0,1,,1
C04566_20260518_20261207,21:48:00,21:48:00,9100KGUSSIE2,3,,0,1,,1
C04566_20260518_20261207,21:54:00,21:54:00,9100NWTM1,4,,0,1,,1
C04566_20260518_20261207,22:09:00,22:09:00,9100DALWHIN1,5,,0,1,,1
C04566_20260518_20261207,22:35:00,22:35:00,9100BLARATH1,6,,0,1,,1
C04566_20260518_20261207,22:47:00,22:47:00,9100PTLCHRY1,7,,0,1,,1
C04566_20260518_20261207,23:03:00,23:03:00,9100DUNKELD1,8,,0,1,,1
C04566_20260518_20261207,23:26:00,23:26:00,9100PERTH4,9,,0,1,,1
C04566_20260518_20261207,23:45:00,23:45:00,9100GLNEGLS1,10,,0,1,,1
C04566_20260518_20261207,24:02:00,24:02:00,9100DUNANE1,11,,0,1,,1
C04566_20260518_20261207,24:11:00,24:11:00,9100STIRLNG3,12,,0,1,,1
C04566_20260518_20261207,24:26:00,24:26:00,9100FALKRKG1,13,,0,1,,1
C04566_20260518_20261207,24:56:00,25:24:00,9100EDINBUR2,14,,1,1,,1
C04566_20260518_20261207,26:52:30,26:54:30,9100CARLILE4,15,,1,1,,1
C04566_20260518_20261207,28:15:00,28:15:00,9100PRST4,16,,1,0,,1
C04566_20260518_20261207,29:12:00,29:12:00,9100CREWE5,17,,1,0,,1
C04566_20260518_20261207,30:20:00,30:20:00,9100BHAMINT5,18,,1,0,,1
C04566_20260518_20261207,32:00:00,32:00:00,9100EUSTON15,19,,1,0,,1
C04566_20260810_20260810,20:45:00,20:45:00,9100IVRNESS2,1,,0,1,,1
C04566_20260810_20260810,21:32:00,21:32:00,9100AVIEMRE1,2,,0,1,,1
C04566_20260810_20260810,21:48:00,21:48:00,9100KGUSSIE2,3,,0,1,,1
C04566_20260810_20260810,21:54:00,21:54:00,9100NWTM1,4,,0,1,,1
C04566_20260810_20260810,22:09:00,22:09:00,9100DALWHIN1,5,,0,1,,1
C04566_20260810_20260810,22:35:00,22:35:00,9100BLARATH1,6,,0,1,,1
C04566_20260810_20260810,22:47:00,22:47:00,9100PTLCHRY1,7,,0,1,,1
C04566_20260810_20260810,23:03:00,23:03:00,9100DUNKELD1,8,,0,1,,1
C04566_20260810_20260810,23:26:00,23:26:00,9100PERTH4,9,,0,1,,1
C04566_20260810_20260810,23:45:00,23:45:00,9100GLNEGLS1,10,,0,1,,1
C04566_20260810_20260810,24:02:00,24:02:00,9100DUNANE1,11,,0,1,,1
C04566_20260810_20260810,24:11:00,24:11:00,9100STIRLNG3,12,,0,1,,1
C04566_20260810_20260810,24:26:00,24:26:00,9100FALKRKG1,13,,0,1,,1
C04566_20260810_20260810,24:56:00,25:24:00,9100EDINBUR7,14,,1,1,,1
C04566_20260810_20260810,26:52:30,26:54:30,9100CARLILE4,15,,1,1,,1
C04566_20260810_20260810,28:15:00,28:15:00,9100PRST4,16,,1,0,,1
C04566_20260810_20260810,29:12:00,29:12:00,9100CREWE5,17,,1,0,,1
C04566_20260810_20260810,30:20:00,30:20:00,9100BHAMINT5,18,,1,0,,1
C04566_20260810_20260810,32:00:00,32:00:00,9100EUSTON15,19,,1,0,,1
C04566_20260817_20260817,20:45:00,20:45:00,9100IVRNESS2,1,,0,1,,1
C04566_20260817_20260817,21:32:00,21:32:00,9100AVIEMRE1,2,,0,1,,1
C04566_20260817_20260817,21:48:00,21:48:00,9100KGUSSIE2,3,,0,1,,1
C04566_20260817_20260817,21:54:00,21:54:00,9100NWTM1,4,,0,1,,1
C04566_20260817_20260817,22:09:00,22:09:00,9100DALWHIN1,5,,0,1,,1
C04566_20260817_20260817,22:35:00,22:35:00,9100BLARATH1,6,,0,1,,1
C04566_20260817_20260817,22:47:00,22:47:00,9100PTLCHRY1,7,,0,1,,1
C04566_20260817_20260817,23:03:00,23:03:00,9100DUNKELD1,8,,0,1,,1
C04566_20260817_20260817,23:26:00,23:26:00,9100PERTH4,9,,0,1,,1
C04566_20260817_20260817,23:45:00,23:45:00,9100GLNEGLS1,10,,0,1,,1
C04566_20260817_20260817,24:02:00,24:02:00,9100DUNANE1,11,,0,1,,1
C04566_20260817_20260817,24:11:00,24:11:00,9100STIRLNG3,12,,0,1,,1
C04566_20260817_20260817,24:26:00,24:26:00,9100FALKRKG1,13,,0,1,,1
C04566_20260817_20260817,24:56:00,25:24:00,9100EDINBUR2,14,,1,1,,1
C04566_20260817_20260817,26:52:30,26:54:30,9100CARLILE4,15,,1,1,,1
C04566_20260817_20260817,28:15:00,28:15:00,9100PRST3,16,,1,0,,1
C04566_20260817_20260817,29:12:00,29:12:00,9100CREWE5,17,,1,0,,1
C04566_20260817_20260817,30:20:00,30:20:00,9100BHAMINT5,18,,1,0,,1
C04566_20260817_20260817,32:00:00,32:00:00,9100EUSTON15,19,,1,0,,1
C04566_20260824_20260824,20:45:00,20:45:00,9100IVRNESS2,1,,0,1,,1
C04566_20260824_20260824,21:32:00,21:32:00,9100AVIEMRE1,2,,0,1,,1
C04566_20260824_20260824,21:48:00,21:48:00,9100KGUSSIE2,3,,0,1,,1
C04566_20260824_20260824,21:54:00,21:54:00,9100NWTM1,4,,0,1,,1
C04566_20260824_20260824,22:09:00,22:09:00,9100DALWHIN1,5,,0,1,,1
C04566_20260824_20260824,22:35:00,22:35:00,9100BLARATH1,6,,0,1,,1
C04566_20260824_20260824,22:47:00,22:47:00,9100PTLCHRY1,7,,0,1,,1
C04566_20260824_20260824,23:03:00,23:03:00,9100DUNKELD1,8,,0,1,,1
C04566_20260824_20260824,23:26:00,23:26:00,9100PERTH4,9,,0,1,,1
C04566_20260824_20260824,23:45:00,23:45:00,9100GLNEGLS1,10,,0,1,,1
C04566_20260824_20260824,24:02:00,24:02:00,9100DUNANE1,11,,0,1,,1
C04566_20260824_20260824,24:11:00,24:11:00,9100STIRLNG3,12,,0,1,,1
C04566_20260824_20260824,24:26:00,24:26:00,9100FALKRKG1,13,,0,1,,1
C04566_20260824_20260824,24:56:00,25:24:00,9100EDINBUR7,14,,1,1,,1
C04566_20260824_20260824,26:52:30,26:54:30,9100CARLILE4,15,,1,1,,1
C04566_20260824_20260824,28:15:00,28:15:00,9100PRST4,16,,1,0,,1
C04566_20260824_20260824,29:12:00,29:12:00,9100CREWE5,17,,1,0,,1
C04566_20260824_20260824,30:20:00,30:20:00,9100BHAMINT5,18,,1,0,,1
C04566_20260824_20260824,32:00:00,32:00:00,9100EUSTON15,19,,1,0,,1
C04566_20260831_20260831,20:45:00,20:45:00,9100IVRNESS2,1,,0,1,,1
C04566_20260831_20260831,21:32:00,21:32:00,9100AVIEMRE1,2,,0,1,,1
C04566_20260831_20260831,21:48:00,21:48:00,9100KGUSSIE2,3,,0,1,,1
C04566_20260831_20260831,21:54:00,21:54:00,9100NWTM1,4,,0,1,,1
C04566_20260831_20260831,22:09:00,22:09:00,9100DALWHIN1,5,,0,1,,1
C04566_20260831_20260831,22:35:00,22:35:00,9100BLARATH1,6,,0,1,,1
C04566_20260831_20260831,22:47:00,22:47:00,9100PTLCHRY1,7,,0,1,,1
C04566_20260831_20260831,23:03:00,23:03:00,9100DUNKELD1,8,,0,1,,1
C04566_20260831_20260831,23:26:00,23:26:00,9100PERTH4,9,,0,1,,1
C04566_20260831_20260831,23:45:00,23:45:00,9100GLNEGLS1,10,,0,1,,1
C04566_20260831_20260831,24:02:00,24:02:00,9100DUNANE1,11,,0,1,,1
C04566_20260831_20260831,24:11:00,24:11:00,9100STIRLNG3,12,,0,1,,1
C04566_20260831_20260831,24:26:00,24:26:00,9100FALKRKG1,13,,0,1,,1
C04566_20260831_20260831,24:56:00,25:24:00,9100EDINBUR2,14,,1,1,,1
C04566_20260831_20260831,26:52:30,26:54:30,9100CARLILE4,15,,1,1,,1
C04566_20260831_20260831,28:15:00,28:15:00,9100PRST4,16,,1,0,,1
C04566_20260831_20260831,29:12:00,29:12:00,9100CREWE5,17,,1,0,,1
C04566_20260831_20260831,30:21:00,30:21:00,9100BHAMINT4,18,,1,0,,1
C04566_20260831_20260831,32:00:00,32:00:00,9100EUSTON15,19,,1,0,,1
C04566_20260907_20260907,20:45:00,20:45:00,9100IVRNESS2,1,,0,1,,1
C04566_20260907_20260907,21:32:00,21:32:00,9100AVIEMRE1,2,,0,1,,1
C04566_20260907_20260907,21:48:00,21:48:00,9100KGUSSIE2,3,,0,1,,1
C04566_20260907_20260907,21:54:00,21:54:00,9100NWTM1,4,,0,1,,1
C04566_20260907_20260907,22:09:00,22:09:00,9100DALWHIN1,5,,0,1,,1
C04566_20260907_20260907,22:35:00,22:35:00,9100BLARATH1,6,,0,1,,1
C04566_20260907_20260907,22:47:00,22:47:00,9100PTLCHRY1,7,,0,1,,1
C04566_20260907_20260907,23:03:00,23:03:00,9100DUNKELD1,8,,0,1,,1
C04566_20260907_20260907,23:26:00,23:26:00,9100PERTH4,9,,0,1,,1
C04566_20260907_20260907,23:45:00,23:45:00,9100GLNEGLS1,10,,0,1,,1
C04566_20260907_20260907,24:02:00,24:02:00,9100DUNANE1,11,,0,1,,1
C04566_20260907_20260907,24:11:00,24:11:00,9100STIRLNG3,12,,0,1,,1
C04566_20260907_20260907,24:26:00,24:26:00,9100FALKRKG1,13,,0,1,,1
C04566_20260907_20260907,24:56:00,25:24:00,9100EDINBUR7,14,,1,1,,1
C04566_20260907_20260907,26:52:30,26:54:30,9100CARLILE4,15,,1,1,,1
C04566_20260907_20260907,28:15:00,28:15:00,9100PRST4,16,,1,0,,1
C04566_20260907_20260907,29:12:00,29:12:00,9100CREWE5,17,,1,0,,1
C04566_20260907_20260907,30:20:00,30:20:00,9100BHAMINT5,18,,1,0,,1
C04566_20260907_20260907,32:00:00,32:00:00,9100EUSTON15,19,,1,0,,1
C04566_20260914_20260914,20:45:00,20:45:00,9100IVRNESS2,1,,0,1,,1
C04566_20260914_20260914,21:32:00,21:32:00,9100AVIEMRE1,2,,0,1,,1
C04566_20260914_20260914,21:48:00,21:48:00,9100KGUSSIE2,3,,0,1,,1
C04566_20260914_20260914,21:54:00,21:54:00,9100NWTM1,4,,0,1,,1
C04566_20260914_20260914,22:09:00,22:09:00,9100DALWHIN1,5,,0,1,,1
C04566_20260914_20260914,22:35:00,22:35:00,9100BLARATH1,6,,0,1,,1
C04566_20260914_20260914,22:47:00,22:47:00,9100PTLCHRY1,7,,0,1,,1
C04566_20260914_20260914,23:03:00,23:03:00,9100DUNKELD1,8,,0,1,,1
C04566_20260914_20260914,23:26:00,23:26:00,9100PERTH4,9,,0,1,,1
C04566_20260914_20260914,23:45:00,23:45:00,9100GLNEGLS1,10,,0,1,,1
C04566_20260914_20260914,24:02:00,24:02:00,9100DUNANE1,11,,0,1,,1
C04566_20260914_20260914,24:11:00,24:11:00,9100STIRLNG3,12,,0,1,,1
C04566_20260914_20260914,24:26:00,24:26:00,9100FALKRKG1,13,,0,1,,1
C04566_20260914_20260914,24:56:00,25:24:00,9100EDINBUR2,14,,1,1,,1
C04566_20260914_20260914,26:52:30,26:54:30,9100CARLILE4,15,,1,1,,1
C04566_20260914_20260914,28:15:00,28:15:00,9100PRST3,16,,1,0,,1
C04566_20260914_20260914,29:12:00,29:12:00,9100CREWE5,17,,1,0,,1
C04566_20260914_20260914,30:20:00,30:20:00,9100BHAMINT5,18,,1,0,,1
C04566_20260914_20260914,32:00:00,32:00:00,9100EUSTON15,19,,1,0,,1
C04566_20260921_20260921,20:45:00,20:45:00,9100IVRNESS2,1,,0,1,,1
C04566_20260921_20260921,21:32:00,21:32:00,9100AVIEMRE1,2,,0,1,,1
C04566_20260921_20260921,21:48:00,21:48:00,9100KGUSSIE2,3,,0,1,,1
C04566_20260921_20260921,21:54:00,21:54:00,9100NWTM1,4,,0,1,,1
C04566_20260921_20260921,22:09:00,22:09:00,9100DALWHIN1,5,,0,1,,1
C04566_20260921_20260921,22:35:00,22:35:00,9100BLARATH1,6,,0,1,,1
C04566_20260921_20260921,22:47:00,22:47:00,9100PTLCHRY1,7,,0,1,,1
C04566_20260921_20260921,23:03:00,23:03:00,9100DUNKELD1,8,,0,1,,1
C04566_20260921_20260921,23:26:00,23:26:00,9100PERTH4,9,,0,1,,1
C04566_20260921_20260921,23:45:00,23:45:00,9100GLNEGLS1,10,,0,1,,1
C04566_20260921_20260921,24:02:00,24:02:00,9100DUNANE1,11,,0,1,,1
C04566_20260921_20260921,24:11:00,24:11:00,9100STIRLNG3,12,,0,1,,1
C04566_20260921_20260921,24:26:00,24:26:00,9100FALKRKG1,13,,0,1,,1
C04566_20260921_20260921,24:56:00,25:24:00,9100EDINBUR7,14,,1,1,,1
C04566_20260921_20260921,26:52:30,26:54:30,9100CARLILE4,15,,1,1,,1
C04566_20260921_20260921,28:15:00,28:15:00,9100PRST4,16,,1,0,,1
C04566_20260921_20260921,29:12:00,29:12:00,9100CREWE5,17,,1,0,,1
C04566_20260921_20260921,30:20:00,30:20:00,9100BHAMINT5,18,,1,0,,1
C04566_20260921_20260921,32:00:00,32:00:00,9100EUSTON15,19,,1,0,,1
C04566_20261005_20261005,20:45:00,20:45:00,9100IVRNESS2,1,,0,1,,1
C04566_20261005_20261005,21:32:00,21:32:00,9100AVIEMRE1,2,,0,1,,1
C04566_20261005_20261005,21:48:00,21:48:00,9100KGUSSIE2,3,,0,1,,1
C04566_20261005_20261005,21:54:00,21:54:00,9100NWTM1,4,,0,1,,1
C04566_20261005_20261005,22:09:00,22:09:00,9100DALWHIN1,5,,0,1,,1
C04566_20261005_20261005,22:35:00,22:35:00,9100BLARATH1,6,,0,1,,1
C04566_20261005_20261005,22:47:00,22:47:00,9100PTLCHRY1,7,,0,1,,1
C04566_20261005_20261005,23:03:00,23:03:00,9100DUNKELD1,8,,0,1,,1
C04566_20261005_20261005,23:26:00,23:26:00,9100PERTH4,9,,0,1,,1
C04566_20261005_20261005,23:45:00,23:45:00,9100GLNEGLS1,10,,0,1,,1
C04566_20261005_20261005,24:02:00,24:02:00,9100DUNANE1,11,,0,1,,1
C04566_20261005_20261005,24:11:00,24:11:00,9100STIRLNG3,12,,0,1,,1
C04566_20261005_20261005,24:26:00,24:26:00,9100FALKRKG1,13,,0,1,,1
C04566_20261005_20261005,24:56:00,25:24:00,9100EDINBUR7,14,,1,1,,1
C04566_20261005_20261005,26:52:30,26:54:30,9100CARLILE4,15,,1,1,,1
C04566_20261005_20261005,28:15:00,28:15:00,9100PRST4,16,,1,0,,1
C04566_20261005_20261005,29:12:00,29:12:00,9100CREWE5,17,,1,0,,1
C04566_20261005_20261005,30:20:00,30:20:00,9100BHAMINT5,18,,1,0,,1
C04566_20261005_20261005,32:00:00,32:00:00,9100EUSTON15,19,,1,0,,1
C04566_20261012_20261012,20:45:00,20:45:00,9100IVRNESS2,1,,0,1,,1
C04566_20261012_20261012,21:32:00,21:32:00,9100AVIEMRE1,2,,0,1,,1
C04566_20261012_20261012,21:48:00,21:48:00,9100KGUSSIE2,3,,0,1,,1
C04566_20261012_20261012,21:54:00,21:54:00,9100NWTM1,4,,0,1,,1
C04566_20261012_20261012,22:09:00,22:09:00,9100DALWHIN1,5,,0,1,,1
C04566_20261012_20261012,22:35:00,22:35:00,9100BLARATH1,6,,0,1,,1
C04566_20261012_20261012,22:47:00,22:47:00,9100PTLCHRY1,7,,0,1,,1
C04566_20261012_20261012,23:03:00,23:03:00,9100DUNKELD1,8,,0,1,,1
C04566_20261012_20261012,23:26:00,23:26:00,9100PERTH4,9,,0,1,,1
C04566_20261012_20261012,23:45:00,23:45:00,9100GLNEGLS1,10,,0,1,,1
C04566_20261012_20261012,24:02:00,24:02:00,9100DUNANE1,11,,0,1,,1
C04566_20261012_20261012,24:11:00,24:11:00,9100STIRLNG3,12,,0,1,,1
C04566_20261012_20261012,24:26:00,24:26:00,9100FALKRKG1,13,,0,1,,1
C04566_20261012_20261012,24:56:00,25:24:00,9100EDINBUR2,14,,1,1,,1
C04566_20261012_20261012,26:52:30,26:54:30,9100CARLILE4,15,,1,1,,1
C04566_20261012_20261012,28:15:00,28:15:00,9100PRST3,16,,1,0,,1
C04566_20261012_20261012,29:12:00,29:12:00,9100CREWE5,17,,1,0,,1
C04566_20261012_20261012,30:20:00,30:20:00,9100BHAMINT5,18,,1,0,,1
C04566_20261012_20261012,32:00:00,32:00:00,9100EUSTON15,19,,1,0,,1
C04566_20261019_20261019,20:45:00,20:45:00,9100IVRNESS2,1,,0,1,,1
C04566_20261019_20261019,21:32:00,21:32:00,9100AVIEMRE1,2,,0,1,,1
C04566_20261019_20261019,21:48:00,21:48:00,9100KGUSSIE2,3,,0,1,,1
C04566_20261019_20261019,21:54:00,21:54:00,9100NWTM1,4,,0,1,,1
C04566_20261019_20261019,22:09:00,22:09:00,9100DALWHIN1,5,,0,1,,1
C04566_20261019_20261019,22:35:00,22:35:00,9100BLARATH1,6,,0,1,,1
C04566_20261019_20261019,22:47:00,22:47:00,9100PTLCHRY1,7,,0,1,,1
C04566_20261019_20261019,23:03:00,23:03:00,9100DUNKELD1,8,,0,1,,1
C04566_20261019_20261019,23:26:00,23:26:00,9100PERTH4,9,,0,1,,1
C04566_20261019_20261019,23:45:00,23:45:00,9100GLNEGLS1,10,,0,1,,1
C04566_20261019_20261019,24:02:00,24:02:00,9100DUNANE1,11,,0,1,,1
C04566_20261019_20261019,24:11:00,24:11:00,9100STIRLNG3,12,,0,1,,1
C04566_20261019_20261019,24:26:00,24:26:00,9100FALKRKG1,13,,0,1,,1
C04566_20261019_20261019,24:56:00,25:24:00,9100EDINBUR7,14,,1,1,,1
C04566_20261019_20261019,26:52:30,26:54:30,9100CARLILE4,15,,1,1,,1
C04566_20261019_20261019,28:15:00,28:15:00,9100PRST4,16,,1,0,,1
C04566_20261019_20261019,29:12:00,29:12:00,9100CREWE5,17,,1,0,,1
C04566_20261019_20261019,30:20:00,30:20:00,9100BHAMINT5,18,,1,0,,1
C04566_20261019_20261019,32:00:00,32:00:00,9100EUSTON15,19,,1,0,,1
C04569_20260518_20261207,21:15:00,21:15:00,9100EUSTON1,1,"Inverness, Aberdeen and Fort William",0,1,,1
C04569_20260518_20261207,22:42:00,22:42:00,9100BHAMINT3,2,"Inverness, Aberdeen and Fort William",0,1,,1
C04569_20260518_20261207,23:45:00,23:45:00,9100CREWE6,3,"Inverness, Aberdeen and Fort William",0,1,,1
C04569_20260518_20261207,24:30:00,24:30:00,9100PRST4,4,"Inverness, Aberdeen and Fort William",0,1,,1
C04569_20260518_20261207,26:15:30,26:18:30,9100CARLILE3,5,"Inverness, Aberdeen and Fort William",1,1,,1
C04569_20260518_20261207,27:47:00,28:20:00,9100EDINBUR2,6,,1,1,,1
C04569_20260518_20261207,28:59:00,28:59:00,9100STIRLNG2,7,,1,0,,1
C04569_20260518_20261207,29:08:00,29:08:00,9100DUNANE2,8,,1,0,,1
C04569_20260518_20261207,29:24:00,29:24:00,9100GLNEGLS2,9,,1,0,,1
C04569_20260518_20261207,29:42:00,29:42:00,9100PERTH7,10,,1,0,,1
C04569_20260518_20261207,30:02:00,30:02:00,9100DUNKELD1,11,,1,0,,1
C04569_20260518_20261207,30:16:00,30:16:00,9100PTLCHRY1,12,,1,0,,1
C04569_20260518_20261207,30:28:00,30:28:00,9100BLARATH2,13,,1,0,,1
C04569_20260518_20261207,30:59:00,30:59:00,9100DALWHIN2,14,,1,0,,1
C04569_20260518_20261207,31:11:00,31:11:00,9100NWTM1,15,,1,0,,1
C04569_20260518_20261207,31:16:00,31:17:00,9100KGUSSIE1,16,,0,0,,1
C04569_20260518_20261207,31:39:00,31:43:00,9100AVIEMRE1,17,,0,0,,1
C04569_20260518_20261207,31:53:00,31:54:00,9100CARRBDG1,18,,0,0,,1
C04569_20260518_20261207,32:45:00,32:45:00,9100IVRNESS2,19,,1,0,,1
C04569_20260810_20260810,21:15:00,21:15:00,9100EUSTON1,1,"Inverness, Aberdeen and Fort William",0,1,,1
C04569_20260810_20260810,22:42:00,22:42:00,9100BHAMINT3,2,"Inverness, Aberdeen and Fort William",0,1,,1
C04569_20260810_20260810,23:45:00,23:45:00,9100CREWE6,3,"Inverness, Aberdeen and Fort William",0,1,,1
C04569_20260810_20260810,24:30:00,24:30:00,9100PRST4,4,"Inverness, Aberdeen and Fort William",0,1,,1
C04569_20260810_20260810,26:15:30,26:18:30,9100CARLILE3,5,"Inverness, Aberdeen and Fort William",1,1,,1
C04569_20260810_20260810,27:47:00,28:20:00,9100EDINBUR7,6,,1,1,,1
C04569_20260810_20260810,28:59:00,28:59:00,9100STIRLNG2,7,,1,0,,1
C04569_20260810_20260810,29:08:00,29:08:00,9100DUNANE2,8,,1,0,,1
C04569_20260810_20260810,29:24:00,29:24:00,9100GLNEGLS2,9,,1,0,,1
C04569_20260810_20260810,29:42:00,29:42:00,9100PERTH7,10,,1,0,,1
C04569_20260810_20260810,30:02:00,30:02:00,9100DUNKELD1,11,,1,0,,1
C04569_20260810_20260810,30:16:00,30:16:00,9100PTLCHRY1,12,,1,0,,1
C04569_20260810_20260810,30:28:00,30:28:00,9100BLARATH2,13,,1,0,,1
C04569_20260810_20260810,30:59:00,30:59:00,9100DALWHIN2,14,,1,0,,1
C04569_20260810_20260810,31:11:00,31:11:00,9100NWTM1,15,,1,0,,1
C04569_20260810_20260810,31:16:00,31:17:00,9100KGUSSIE1,16,,0,0,,1
C04569_20260810_20260810,31:39:00,31:43:00,9100AVIEMRE1,17,,0,0,,1
C04569_20260810_20260810,31:53:00,31:54:00,9100CARRBDG1,18,,0,0,,1
C04569_20260810_20260810,32:45:00,32:45:00,9100IVRNESS2,19,,1,0,,1
C04569_20260817_20260817,21:15:00,21:15:00,9100EUSTON1,1,"Inverness, Aberdeen and Fort William",0,1,,1
C04569_20260817_20260817,22:42:00,22:42:00,9100BHAMINT3,2,"Inverness, Aberdeen and Fort William",0,1,,1
C04569_20260817_20260817,23:45:00,23:45:00,9100CREWE6,3,"Inverness, Aberdeen and Fort William",0,1,,1
C04569_20260817_20260817,24:30:00,24:30:00,9100PRST3,4,"Inverness, Aberdeen and Fort William",0,1,,1
C04569_20260817_20260817,26:15:30,26:18:30,9100CARLILE3,5,"Inverness, Aberdeen and Fort William",1,1,,1
C04569_20260817_20260817,27:47:00,28:20:00,9100EDINBUR2,6,,1,1,,1
C04569_20260817_20260817,28:59:00,28:59:00,9100STIRLNG2,7,,1,0,,1
C04569_20260817_20260817,29:08:00,29:08:00,9100DUNANE2,8,,1,0,,1
C04569_20260817_20260817,29:24:00,29:24:00,9100GLNEGLS2,9,,1,0,,1
C04569_20260817_20260817,29:42:00,29:42:00,9100PERTH7,10,,1,0,,1
C04569_20260817_20260817,30:02:00,30:02:00,9100DUNKELD1,11,,1,0,,1
C04569_20260817_20260817,30:16:00,30:16:00,9100PTLCHRY1,12,,1,0,,1
C04569_20260817_20260817,30:28:00,30:28:00,9100BLARATH2,13,,1,0,,1
C04569_20260817_20260817,30:59:00,30:59:00,9100DALWHIN2,14,,1,0,,1
C04569_20260817_20260817,31:11:00,31:11:00,9100NWTM1,15,,1,0,,1
