additional_fixed_link\t1\tid\tint(11) unsigned\tNO\tNULL
additional_fixed_link\t2\tmode\tvarchar(10)\tNO\tNULL
additional_fixed_link\t3\torigin\tchar(3)\tNO\tNULL
additional_fixed_link\t4\tdestination\tchar(3)\tNO\tNULL
additional_fixed_link\t5\tduration\tsmallint(3) unsigned\tNO\tNULL
additional_fixed_link\t6\tstart_time\ttime\tNO\tNULL
additional_fixed_link\t7\tend_time\ttime\tNO\tNULL
additional_fixed_link\t8\tpriority\ttinyint(1) unsigned\tNO\tNULL
additional_fixed_link\t9\tstart_date\tdate\tYES\tNULL
additional_fixed_link\t10\tend_date\tdate\tYES\tNULL
additional_fixed_link\t11\tmonday\ttinyint(1) unsigned\tNO\tNULL
additional_fixed_link\t12\ttuesday\ttinyint(1) unsigned\tNO\tNULL
additional_fixed_link\t13\twednesday\ttinyint(1) unsigned\tNO\tNULL
additional_fixed_link\t14\tthursday\ttinyint(1) unsigned\tNO\tNULL
additional_fixed_link\t15\tfriday\ttinyint(1) unsigned\tNO\tNULL
additional_fixed_link\t16\tsaturday\ttinyint(1) unsigned\tNO\tNULL
additional_fixed_link\t17\tsunday\ttinyint(1) unsigned\tNO\tNULL
advance_ticket\t1\tid\tint(11) unsigned\tNO\tNULL
advance_ticket\t2\tticket_code\tchar(3)\tNO\tNULL
advance_ticket\t3\trestriction_code\tchar(2)\tYES\tNULL
advance_ticket\t4\trestriction_flag\tchar(1)\tNO\tNULL
advance_ticket\t5\ttoc_id\tchar(2)\tYES\tNULL
advance_ticket\t6\tend_date\tdate\tNO\tNULL
advance_ticket\t7\tstart_date\tdate\tNO\tNULL
advance_ticket\t8\tcheck_type\tchar(1)\tNO\tNULL
advance_ticket\t9\tap_data\tchar(8)\tNO\tNULL
advance_ticket\t10\tbooking_time\ttime\tYES\tNULL
alias\t1\tid\tint(11) unsigned\tNO\tNULL
alias\t2\tstation_name\tchar(26)\tNO\tNULL
alias\t3\tstation_alias\tchar(26)\tNO\tNULL
association\t1\tid\tint(11) unsigned\tNO\tNULL
association\t2\tbase_uid\tchar(6)\tNO\tNULL
association\t3\tassoc_uid\tchar(6)\tNO\tNULL
association\t4\tstart_date\tdate\tNO\tNULL
association\t5\tend_date\tdate\tNO\tNULL
association\t6\tmonday\ttinyint(1) unsigned\tNO\tNULL
association\t7\ttuesday\ttinyint(1) unsigned\tNO\tNULL
association\t8\twednesday\ttinyint(1) unsigned\tNO\tNULL
association\t9\tthursday\ttinyint(1) unsigned\tNO\tNULL
association\t10\tfriday\ttinyint(1) unsigned\tNO\tNULL
association\t11\tsaturday\ttinyint(1) unsigned\tNO\tNULL
association\t12\tsunday\ttinyint(1) unsigned\tNO\tNULL
association\t13\tassoc_cat\tchar(2)\tYES\tNULL
association\t14\tassoc_date_ind\tchar(1)\tYES\tNULL
association\t15\tassoc_location\tchar(7)\tNO\tNULL
association\t16\tbase_location_suffix\tchar(1)\tNO\tNULL
association\t17\tassoc_location_suffix\tchar(1)\tNO\tNULL
association\t18\tassociation_type\tchar(1)\tYES\tNULL
association\t19\tstp_indicator\tchar(1)\tNO\tNULL
easement\t1\tid\tint(11) unsigned\tNO\tNULL
easement\t2\teasement_ref\tchar(6)\tNO\tNULL
easement\t3\tstart_date\tdate\tNO\tNULL
easement\t4\tend_date\tdate\tNO\tNULL
easement\t5\ttext_ref\tchar(6)\tNO\tNULL
easement\t6\teasement_type\ttinyint(1) unsigned\tNO\tNULL
easement\t7\teasement_class\ttinyint(1) unsigned\tNO\tNULL
easement\t8\tcategory\ttinyint(1) unsigned\tNO\tNULL
easement\t9\tmonday\ttinyint(1) unsigned\tYES\tNULL
easement\t10\ttuesday\ttinyint(1) unsigned\tYES\tNULL
easement\t11\twednesday\ttinyint(1) unsigned\tYES\tNULL
easement\t12\tthursday\ttinyint(1) unsigned\tYES\tNULL
easement\t13\tfriday\ttinyint(1) unsigned\tYES\tNULL
easement\t14\tsaturday\ttinyint(1) unsigned\tYES\tNULL
easement\t15\tsunday\ttinyint(1) unsigned\tYES\tNULL
easement_detail\t1\tid\tint(11) unsigned\tNO\tNULL
easement_detail\t2\teasement_ref\tchar(6)\tNO\tNULL
easement_detail\t3\tdetail_type\ttinyint(1) unsigned\tNO\tNULL
easement_detail\t4\tdetail_code\tvarchar(8)\tNO\tNULL
easement_exception\t1\tid\tint(11) unsigned\tNO\tNULL
easement_exception\t2\teasement_ref\tchar(6)\tNO\tNULL
easement_exception\t3\texception_type\ttinyint(1) unsigned\tNO\tNULL
easement_exception\t4\texception_code\tvarchar(8)\tNO\tNULL
easement_location\t1\tid\tint(11) unsigned\tNO\tNULL
easement_location\t2\teasement_ref\tchar(6)\tNO\tNULL
easement_location\t3\tlocation_code\tchar(3)\tNO\tNULL
easement_location\t4\tlocation_modifier\ttinyint(1) unsigned\tNO\tNULL
easement_text\t1\tid\tint(11) unsigned\tNO\tNULL
easement_text\t2\ttext_ref\tchar(6)\tNO\tNULL
easement_text\t3\teasement_text\tvarchar(2000)\tNO\tNULL
easement_toc\t1\tid\tint(11) unsigned\tNO\tNULL
easement_toc\t2\ttext_ref\tchar(6)\tNO\tNULL
easement_toc\t3\ttoc\tchar(2)\tNO\tNULL
fare\t1\tid\tint(11) unsigned\tNO\tNULL
fare\t2\tflow_id\tmediumint(7) unsigned\tNO\tNULL
fare\t3\tticket_code\tchar(3)\tNO\tNULL
fare\t4\tfare\tint(8) unsigned\tNO\tNULL
fare\t5\trestriction_code\tchar(2)\tYES\tNULL
fixed_link\t1\tid\tint(11) unsigned\tNO\tNULL
fixed_link\t2\tmode\tvarchar(10)\tNO\tNULL
fixed_link\t3\torigin\tchar(3)\tNO\tNULL
fixed_link\t4\tdestination\tchar(3)\tNO\tNULL
fixed_link\t5\tduration\tsmallint(3) unsigned\tNO\tNULL
flow\t1\tid\tint(11) unsigned\tNO\tNULL
flow\t2\torigin_code\tchar(4)\tNO\tNULL
flow\t3\tdestination_code\tchar(4)\tNO\tNULL
flow\t4\troute_code\tchar(5)\tNO\tNULL
flow\t5\tstatus_code\tchar(3)\tNO\tNULL
flow\t6\tusage_code\tchar(1)\tNO\tNULL
flow\t7\tdirection\tchar(1)\tNO\tNULL
flow\t8\tend_date\tdate\tNO\tNULL
flow\t9\tstart_date\tdate\tNO\tNULL
flow\t10\ttoc\tchar(3)\tNO\tNULL
flow\t11\tcross_london_ind\ttinyint(1) unsigned\tNO\tNULL
flow\t12\tns_disc_ind\ttinyint(1) unsigned\tNO\tNULL
flow\t13\tpublication_ind\tchar(1)\tNO\tNULL
flow\t14\tflow_id\tmediumint(7) unsigned\tNO\tNULL
link\t1\tid\tint(11) unsigned\tNO\tNULL
link\t2\tstart_node\tchar(3)\tNO\tNULL
link\t3\tend_node\tchar(3)\tNO\tNULL
link\t4\tmap_code\tchar(2)\tNO\tNULL
location\t1\tid\tint(11) unsigned\tNO\tNULL
location\t2\tuic_code\tchar(3)\tNO\tNULL
location\t3\tnlc_code\tchar(4)\tNO\tNULL
location\t4\tgroup_code\tchar(4)\tNO\tNULL
location\t5\tcrs_code\tchar(3)\tYES\tNULL
location\t6\tcounty_code\tchar(2)\tNO\tNULL
location\t7\tzone_code\tchar(4)\tYES\tNULL
location\t8\tstart_date\tdate\tNO\tNULL
location\t9\tend_date\tdate\tNO\tNULL
location_association\t1\tid\tint(11) unsigned\tNO\tNULL
location_association\t2\tuic_code\tchar(7)\tNO\tNULL
location_association\t3\tend_date\tdate\tNO\tNULL
location_association\t4\tassoc_uic_code\tchar(7)\tNO\tNULL
location_association\t5\tassoc_crs_code\tchar(3)\tNO\tNULL
location_group\t1\tid\tint(11) unsigned\tNO\tNULL
location_group\t2\tgroup_uic_code\tchar(7)\tNO\tNULL
location_group\t3\tend_date\tdate\tNO\tNULL
location_group\t4\tstart_date\tdate\tNO\tNULL
location_group\t5\tquote_date\tdate\tNO\tNULL
location_group\t6\tdescription\tchar(16)\tNO\tNULL
location_group\t7\ters_country\tchar(2)\tYES\tNULL
location_group\t8\ters_code\tchar(3)\tYES\tNULL
location_group_member\t1\tid\tint(11) unsigned\tNO\tNULL
location_group_member\t2\tgroup_uic_code\tchar(7)\tNO\tNULL
location_group_member\t3\tend_date\tdate\tNO\tNULL
location_group_member\t4\tmember_uic_code\tchar(7)\tNO\tNULL
location_group_member\t5\tmember_crs_code\tchar(3)\tNO\tNULL
location_railcard\t1\tid\tint(11) unsigned\tNO\tNULL
location_railcard\t2\tuic_code\tchar(7)\tNO\tNULL
location_railcard\t3\trailcard_code\tchar(3)\tNO\tNULL
location_railcard\t4\tend_date\tdate\tNO\tNULL
location_synonym\t1\tid\tint(11) unsigned\tNO\tNULL
location_synonym\t2\tuic_code\tchar(7)\tNO\tNULL
location_synonym\t3\tend_date\tdate\tNO\tNULL
location_synonym\t4\tstart_date\tdate\tNO\tNULL
location_synonym\t5\tdescription\tchar(16)\tNO\tNULL
log\t1\tid\tint(11) unsigned\tNO\tNULL
log\t2\tfilename\tvarchar(255)\tYES\tNULL
log\t3\tprocessed\tdatetime\tYES\tNULL
london_route\t1\tid\tint(11) unsigned\tNO\tNULL
london_route\t2\troute_code\tchar(5)\tNO\tNULL
london_route\t3\tlondon_marker\ttinyint(1) unsigned\tNO\tNULL
london_station\t1\tid\tint(11) unsigned\tNO\tNULL
london_station\t2\tcrs_code\tchar(3)\tNO\tNULL
london_station\t3\tlt_marker\ttinyint(1) unsigned\tNO\tNULL
london_station\t4\txlondon_marker\ttinyint(1) unsigned\tNO\tNULL
map\t1\tid\tint(11) unsigned\tNO\tNULL
map\t2\tmap_identifier\tchar(2)\tNO\tNULL
new_station\t1\tid\tint(11) unsigned\tNO\tNULL
new_station\t2\tnfm64_station_code\tchar(3)\tNO\tNULL
new_station\t3\tnew_station_code\tchar(3)\tNO\tNULL
new_station\t4\tstart_date\tdate\tNO\tNULL
new_station\t5\tend_date\tdate\tNO\tNULL
nfm64\t1\tid\tint(11) unsigned\tNO\tNULL
nfm64\t2\torigin\tchar(4)\tNO\tNULL
nfm64\t3\tdestination\tchar(4)\tNO\tNULL
nfm64\t4\troute_code\tchar(5)\tNO\tNULL
nfm64\t5\tticket_code\tchar(3)\tNO\tNULL
nfm64\t6\tprice\tmediumint(6) unsigned\tNO\tNULL
non_derivable_fare\t1\tid\tint(11) unsigned\tNO\tNULL
non_derivable_fare\t2\torigin_code\tchar(4)\tNO\tNULL
non_derivable_fare\t3\tdestination_code\tchar(4)\tNO\tNULL
non_derivable_fare\t4\troute_code\tchar(5)\tYES\tNULL
non_derivable_fare\t5\trailcard_code\tchar(3)\tNO\tNULL
non_derivable_fare\t6\tticket_code\tchar(3)\tNO\tNULL
non_derivable_fare\t7\tnd_record_type\tchar(1)\tNO\tNULL
non_derivable_fare\t8\tend_date\tdate\tNO\tNULL
non_derivable_fare\t9\tstart_date\tdate\tNO\tNULL
non_derivable_fare\t10\tquote_date\tdate\tNO\tNULL
non_derivable_fare\t11\tsuppress_mkr\ttinyint(1) unsigned\tNO\tNULL
non_derivable_fare\t12\tadult_fare\tint(8) unsigned\tYES\tNULL
non_derivable_fare\t13\tchild_fare\tint(8) unsigned\tYES\tNULL
non_derivable_fare\t14\trestriction_code\tchar(2)\tYES\tNULL
non_derivable_fare\t15\tcomposite_indicator\tchar(1)\tNO\tNULL
non_derivable_fare\t16\tcross_london_ind\ttinyint(1) unsigned\tNO\tNULL
non_derivable_fare\t17\tps_ind\tchar(1)\tNO\tNULL
non_derivable_fare_override\t1\tid\tint(11) unsigned\tNO\tNULL
